id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
992464645838528513,https://twitter.com/Ronniesturchio1/status/992464645838528513,Fri May 04 18:03:05 +0000 2018,2018-05-04 18:03:05+00:00,Ronniesturchio1,@kanyewest I like you more now for being an independent thinker,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",953120070535929856,Tue Jan 16 04:21:47 +0000 2018,FALSE,,2064,142,175,0,United States,Ronnie sturchio,2916,,,FALSE
992464625483550721,https://twitter.com/1kSTEEZ/status/992464625483550721,Fri May 04 18:03:00 +0000 2018,2018-05-04 18:03:00+00:00,1kSTEEZ,"RT @1CGII: @kanyewest Inspired by many, fueled by greatness 🙏🏼 #CG2uesdays #CG2Week #GrindFamilyGG #NBAGLeague https://t.co/qtUZNX8gDj",retweet,,CG2uesdays CG2Week GrindFamilyGG NBAGLeague,https://twitter.com/1CGII/status/992463257716838401/video/1,,0,,,,en,,FALSE,12853,992463257716838401,1CGII,251228619,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",790573344416423937,Mon Oct 24 15:19:08 +0000 2016,FALSE,,361,0,2,1,,1k,361,,,FALSE
992464561323302912,https://twitter.com/officialcgii/status/992464561323302912,Fri May 04 18:02:45 +0000 2018,2018-05-04 18:02:45+00:00,officialcgii,"RT @1CGII: @kanyewest Inspired by many, fueled by greatness 🙏🏼 #CG2uesdays #CG2Week #GrindFamilyGG #NBAGLeague https://t.co/qtUZNX8gDj",retweet,,CG2uesdays CG2Week GrindFamilyGG NBAGLeague,https://twitter.com/1CGII/status/992463257716838401/video/1,,0,,,,en,,FALSE,12853,992463257716838401,1CGII,251228619,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",961644699571380225,Thu Feb 08 16:55:37 +0000 2018,FALSE,official back up page for @1cgii Psalms 141:2 #H1M13EFOREME #OG🌹@1cgii for president🙏🏼⚡️,402,2,4,1,ATL/PHX/NOLA/,CGII⚡️⛏,393,,,FALSE
992464557913264128,https://twitter.com/AzharaHanan/status/992464557913264128,Fri May 04 18:02:44 +0000 2018,2018-05-04 18:02:44+00:00,AzharaHanan,@KanyeWest’s Recent Comments Are Getting His Music Banned By Radio Stations - https://t.co/yu37uTXYjD,original,,,,https://allblackmedia.com/2018/05/kanye-wests-recent-comments-are-getting-his-music-banned-by-radio-stations/,0,kanyewest,,169686021,en,,FALSE,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",230860990,Sun Dec 26 22:43:36 +0000 2010,FALSE,Interior Stylist • Writer • Creative Curator,3205,694,126,23,"Bay Area, CA",A1,30015,Pacific Time (US & Canada),,FALSE
992464551185715201,https://twitter.com/angrybirds00/status/992464551185715201,Fri May 04 18:02:42 +0000 2018,2018-05-04 18:02:42+00:00,angrybirds00,@kanyewest @kkscof Man U changed https://t.co/fWrA8RuD9V,reply,,,https://twitter.com/angrybirds00/status/992464551185715201/photo/1,,0,kanyewest,992398514603704320,169686021,en,,FALSE,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",482501845,Sat Feb 04 00:15:07 +0000 2012,FALSE,The most left swipe face on Tinder.,440,772,766,0,California,Your Majesty,1261,,,FALSE
992464545758228486,https://twitter.com/MALIKDGOINES/status/992464545758228486,Fri May 04 18:02:41 +0000 2018,2018-05-04 18:02:41+00:00,MALIKDGOINES,"@kanyewest Get you youngin a drone and y'all can run the countdown cool stuff he will know how to launch them, smiling!",reply,,,,,0,kanyewest,992404023197224960,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",742054881947734017,Sun Jun 12 18:04:05 +0000 2016,FALSE,,855,37,245,0,kicksncapz,malikdawoodgoines,8059,,http://kicksncapz.com,FALSE
992464528188289024,https://twitter.com/renegadknowlege/status/992464528188289024,Fri May 04 18:02:37 +0000 2018,2018-05-04 18:02:37+00:00,renegadknowlege,@kanyewest Nigga u just crazy,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2892954580,Wed Nov 26 03:49:57 +0000 2014,TRUE,,518,151,814,2,,True Blackman,1945,,,FALSE
992464518998523905,https://twitter.com/1CGII/status/992464518998523905,Fri May 04 18:02:35 +0000 2018,2018-05-04 18:02:35+00:00,1CGII,"RT @1CGII: @kanyewest Inspired by many, fueled by greatness 🙏🏼 #CG2uesdays #CG2Week #GrindFamilyGG #NBAGLeague https://t.co/qtUZNX8gDj",retweet,,CG2uesdays CG2Week GrindFamilyGG NBAGLeague,https://twitter.com/1CGII/status/992463257716838401/video/1,,0,,,,en,,TRUE,12853,992463257716838401,1CGII,251228619,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",251228619,Sat Feb 12 18:16:35 +0000 2011,FALSE,22 & Blessed @nbagleague \ future @southbaylakers #Humble13 #KingSpace👑 #CG2uesdays #GrindFamilyGG,4048,4164,295,11,Hyperbolic Time Chamber,Chris Gaylord Jr. ⚡️,21399,Central Time (US & Canada),https://www.youtube.com/channel/UCql69tcqNnPvgQ443AkEWtQ,FALSE
992464489579769856,https://twitter.com/DrBurgandi/status/992464489579769856,Fri May 04 18:02:28 +0000 2018,2018-05-04 18:02:28+00:00,DrBurgandi,@kanyewest https://t.co/8EoernhoEq,quote,,,,https://twitter.com/Freeyourmindkid/status/992400614406713345,0,kanyewest,,169686021,und,,FALSE,12853,992400614406713345,Freeyourmindkid,120995738,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",2904127131,Wed Dec 03 19:17:36 +0000 2014,FALSE,Healer. Yogi. Moon. ✈️,1112,66,261,1,"Arlington, VA",Dr. Burgandi,268,Pacific Time (US & Canada),,FALSE
992464462916579328,https://twitter.com/nobodyhere23/status/992464462916579328,Fri May 04 18:02:21 +0000 2018,2018-05-04 18:02:21+00:00,nobodyhere23,@kanyewest you got any answers? https://t.co/rBjYxRTKsq,quote,,,,https://twitter.com/blavity/status/992458486905823232,0,kanyewest,,169686021,en,,FALSE,12853,992458486905823232,Blavity,2466899838,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2169109628,Fri Nov 01 21:30:01 +0000 2013,FALSE,Boxing |Comedy | Social Commentary |Harmless Fun|https://t.co/URufSFam5P,31825,1147,2473,35,,nobodyhere,85297,,,FALSE
992464435351453696,https://twitter.com/calishannie/status/992464435351453696,Fri May 04 18:02:15 +0000 2018,2018-05-04 18:02:15+00:00,calishannie,"@kanyewest You're an uneducated idiot, plain and simple, get some much needed therapy Mr. West, you need it BAD...",reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",870059272939331584,Wed May 31 23:27:50 +0000 2017,FALSE,,613,2,75,0,"Vacaville, CA",Shannon Hardy,32,,,FALSE
992464421468475392,https://twitter.com/kxaxnxxxx/status/992464421468475392,Fri May 04 18:02:11 +0000 2018,2018-05-04 18:02:11+00:00,kxaxnxxxx,"@kanyewest I fucking hate you for what  you do to Taylor by I respect you for your opinions. Life’s rough, forgive forget and preach freedom— you’re free to present your owns ideals. Much love 🤷🏼‍♂️",original,,,,,0,kanyewest,,169686021,en,"Florida, USA",,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1664199788,Mon Aug 12 05:05:25 +0000 2013,FALSE,i disappeared // insta: neffkax // snap: neffercorn2014,2975,222,210,4,United States of America,K Neff,10121,Eastern Time (US & Canada),,FALSE
992464392682864640,https://twitter.com/S_Tanky/status/992464392682864640,Fri May 04 18:02:04 +0000 2018,2018-05-04 18:02:04+00:00,S_Tanky,"@kanyewest You better, cause I love u. ❤️💯",reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3193705944,Wed May 13 00:46:20 +0000 2015,FALSE,,1622,48,159,0,,T.Marie,919,,,FALSE
992464359245819904,https://twitter.com/joorrrgggeee/status/992464359245819904,Fri May 04 18:01:56 +0000 2018,2018-05-04 18:01:56+00:00,joorrrgggeee,@kanyewest https://t.co/RqyXmB6IVZ,quote,,,,https://twitter.com/honestlywhite/status/992171313300197376,0,kanyewest,,169686021,und,,FALSE,12853,992171313300197376,HonestlyWhite,634325128,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2286156247,Sat Jan 11 05:42:59 +0000 2014,FALSE,21🔫|pilot ✈️ sc: joorrrgggeee,8251,889,573,2,Vannessa’s gutts,Amír,23602,,,FALSE
992464358490943491,https://twitter.com/VlNCE7/status/992464358490943491,Fri May 04 18:01:56 +0000 2018,2018-05-04 18:01:56+00:00,VlNCE7,@kanyewest https://t.co/9h5ll5jgEC,quote,,,,https://twitter.com/ThomasSowell/status/992372925713076224,0,kanyewest,,169686021,und,"Campbell, OH",FALSE,12853,992372925713076224,ThomasSowell,57338175,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",252242282,Mon Feb 14 20:01:48 +0000 2011,FALSE,Nothing is Given † Everything is Earned,1466,271,715,0,"Youngstown, OH ",Vince Simon,11420,Eastern Time (US & Canada),,FALSE
992464355819044864,https://twitter.com/Lorenza925/status/992464355819044864,Fri May 04 18:01:56 +0000 2018,2018-05-04 18:01:56+00:00,Lorenza925,@kanyewest @kanyewest you must be feelin on yourself,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39264848,Mon May 11 14:50:35 +0000 2009,FALSE,"#Entrepreneur, Work in #Realestate . Love the Culinary Arts.",311,868,1890,11,"Rancho Palos Verdes, CA",LORENZA925,2442,,,FALSE
992464351306092546,https://twitter.com/hiltsplayroom/status/992464351306092546,Fri May 04 18:01:55 +0000 2018,2018-05-04 18:01:55+00:00,hiltsplayroom,@kanyewest LMMFAO,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",491575436,Mon Feb 13 19:51:32 +0000 2012,FALSE,The highest form of intelligence is knowing when to speak and when not to speak.,291,78,331,0,,HILT'SPLAYROOM,223,,,FALSE
992464325431394304,https://twitter.com/gwarnerbuilt/status/992464325431394304,Fri May 04 18:01:48 +0000 2018,2018-05-04 18:01:48+00:00,gwarnerbuilt,"@kanyewest ""My daughter was free.""
Goddamn dude, tell'um. Freedom of thought seems to be his mission, and I'm all about it.",original,,,,,0,kanyewest,,169686021,en,,,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",938655224536944640,Thu Dec 07 06:23:39 +0000 2017,FALSE,"Following the golden chains of reality to truth, and subsequently, home.",91,5,77,0,#thegrayarea,Greyson Warnerbuilt,276,Pacific Time (US & Canada),https://www.youtube.com/channel/UC82Qb-bTfIrQuyuZUMvPuzw,FALSE
992464294615900160,https://twitter.com/rxy_rohit14/status/992464294615900160,Fri May 04 18:01:41 +0000 2018,2018-05-04 18:01:41+00:00,rxy_rohit14,@kanyewest You clearly have no nerves left,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3418608208,Wed Aug 12 18:58:51 +0000 2015,FALSE,I watch YouTube and like cars and also love football - arsenal4lyfe follow me on instagram for occasional pictures of random things,4302,28,98,0,,VicentVanDyke,334,,,FALSE
992464294246735872,https://twitter.com/MALIKDGOINES/status/992464294246735872,Fri May 04 18:01:41 +0000 2018,2018-05-04 18:01:41+00:00,MALIKDGOINES,"@kanyewest Hit up NASA channel, NASA boy",reply,,,,,0,kanyewest,992404023197224960,169686021,tl,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",742054881947734017,Sun Jun 12 18:04:05 +0000 2016,FALSE,,855,37,245,0,kicksncapz,malikdawoodgoines,8059,,http://kicksncapz.com,FALSE
992464208947118080,https://twitter.com/Sarina00582542/status/992464208947118080,Fri May 04 18:01:21 +0000 2018,2018-05-04 18:01:21+00:00,Sarina00582542,@kanyewest Stand strong.,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",910656438833340416,Thu Sep 21 00:06:29 +0000 2017,FALSE,,167,1,27,0,,Sarina,71,,,FALSE
992464173371015168,https://twitter.com/MALIKDGOINES/status/992464173371015168,Fri May 04 18:01:12 +0000 2018,2018-05-04 18:01:12+00:00,MALIKDGOINES,"@kanyewest Solar cells West it's going to allow further space travel, but yeah it's pretty darn cool",reply,,,,,0,kanyewest,992404023197224960,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",742054881947734017,Sun Jun 12 18:04:05 +0000 2016,FALSE,,855,37,245,0,kicksncapz,malikdawoodgoines,8059,,http://kicksncapz.com,FALSE
992464169986416641,https://twitter.com/SheriffStathead/status/992464169986416641,Fri May 04 18:01:11 +0000 2018,2018-05-04 18:01:11+00:00,SheriffStathead,"RT @RedPillBlackMan: @kanyewest Structure of democratic party concerning minority is built on a shaky  foundation of race baite, deception…",retweet,,,,,0,,,,en,,,12853,992404485665259520,RedPillBlackMan,450492561,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",260826738,Fri Mar 04 17:47:31 +0000 2011,FALSE,The best social program....is a job. - Ronald Reagan.,1872,465,1649,16,United States,South Florida for Trump,11971,Quito,,FALSE
992464161077592064,https://twitter.com/RIFFRAFF2011/status/992464161077592064,Fri May 04 18:01:09 +0000 2018,2018-05-04 18:01:09+00:00,RIFFRAFF2011,@kanyewest  white america https://t.co/mPpg9vvryC,original,,,https://twitter.com/RIFFRAFF2011/status/992464161077592064/photo/1,,0,kanyewest,,169686021,en,,FALSE,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",261993839,Mon Mar 07 03:41:42 +0000 2011,FALSE,"Born in Point Hope ,Alaska.raised in chicago,Inuit,Indigenous✊",500,30,295,0,"anchorage,alaska",Soul From The Ice,22536,Alaska,https://www.twitter.com/RIFFRAFF2011,FALSE
992464153204969472,https://twitter.com/Riizzle/status/992464153204969472,Fri May 04 18:01:07 +0000 2018,2018-05-04 18:01:07+00:00,Riizzle,@kanyewest @alina_23__ Can you,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2571943155,Fri May 30 08:23:53 +0000 2014,FALSE,,914,314,299,0,Lina’s ❤️,rae✨,5078,,,FALSE
992464147433512960,https://twitter.com/dieuestbon777/status/992464147433512960,Fri May 04 18:01:06 +0000 2018,2018-05-04 18:01:06+00:00,dieuestbon777,"RT @Merry__Can: @kanyewest #KanyeFANS

#RadioStations are dropping #KanyeMusic 

Don't let the #DeepState influence control YOU

#BoycottRa…",retweet,,KanyeFANS RadioStations KanyeMusic DeepState,,,0,,,,en,,,12853,992426080504922115,Merry__Can,1219144500,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",41814421,Fri May 22 13:48:08 +0000 2009,FALSE,"I am a lover of history, art, traveling food,. Trump is my President! #banislamintheUS, #buildthewall, #Trumptrain, #MAGA,",3206,319,627,6,North America,Robin,3602,Pacific Time (US & Canada),,FALSE
992464142710771712,https://twitter.com/emilio1080/status/992464142710771712,Fri May 04 18:01:05 +0000 2018,2018-05-04 18:01:05+00:00,emilio1080,@kanyewest https://t.co/xDlqfo7B9R,reply,,,,https://www.youtube.com/watch?v=wKrHb8Y4EHU,0,kanyewest,992398514603704320,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",192900729,Mon Sep 20 13:26:47 +0000 2010,FALSE,,11037,430,2410,6,,emilio,11244,,,FALSE
992464128521396224,https://twitter.com/willnessabear/status/992464128521396224,Fri May 04 18:01:01 +0000 2018,2018-05-04 18:01:01+00:00,willnessabear,@kanyewest Groundbreaking 👏,reply,,,,,0,kanyewest,989157843214286848,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",743461486580764672,Thu Jun 16 15:13:26 +0000 2016,FALSE,"Jesus is My Savior✝️Happily Married to William🦄  
My Beautiful dog Bear is my BFF 🌈
Hebrews 4:12 Amen! 👏Abba, Father God & Holy Spirit 🙏 HaYa!🎼🎶✝️",3635,508,5,2,"Sparks, NV",Will.Nessa.Bear,990,Central Time (US & Canada),http://www.instagram.com/willnessabear,FALSE
992464050310270976,https://twitter.com/pamitch9/status/992464050310270976,Fri May 04 18:00:43 +0000 2018,2018-05-04 18:00:43+00:00,pamitch9,@kanyewest Jesus loves u.....an so do we💕🇮🇹pm,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",790037622886428672,Sun Oct 23 03:50:22 +0000 2016,TRUE,,526,12,253,0,,Pamitchell,273,,,FALSE
992464001392095232,https://twitter.com/thedot19786763/status/992464001392095232,Fri May 04 18:00:31 +0000 2018,2018-05-04 18:00:31+00:00,thedot19786763,"@kanyewest yeezy, rotat the nam 'YEEZY' to th laft, it looks way G.O.O.D that way",reply,,,,,0,kanyewest,992404023197224960,169686021,en,,,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",989128882791108609,Wed Apr 25 13:07:57 +0000 2018,TRUE,,1,0,0,0,,the dot,1,,,FALSE
992463985772519430,https://twitter.com/JoeyStoczek/status/992463985772519430,Fri May 04 18:00:27 +0000 2018,2018-05-04 18:00:27+00:00,JoeyStoczek,RT @DenimTears: @kanyewest dropped a goat verse on @trvisXX ‘watch’,retweet,,,,,0,,,,en,,,12853,992255589131550725,DenimTears,267729705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2817737136,Thu Sep 18 20:02:37 +0000 2014,FALSE,J.,1179,19,138,0,Nordrhein-Westfalen,JoeyS,533,,,FALSE
992463945519845376,https://twitter.com/TrumpsSouthHQ/status/992463945519845376,Fri May 04 18:00:18 +0000 2018,2018-05-04 18:00:18+00:00,TrumpsSouthHQ,@kanyewest 😍,reply,,,,,0,kanyewest,992398514603704320,169686021,und,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",816979465347670016,Thu Jan 05 12:07:38 +0000 2017,FALSE,"There's a difference between right & wrong. The wrong alway's get's the money.
#MAGA #DrainTheSwamp
#2ndUp
#NotABot Founder
Сделайте Америку пре 
奥巴马是",47967,1407,2952,24,Knee Deep In Alligators!,TheRedStates,43269,,http://www.whitehouse.gov,FALSE
992463941266821120,https://twitter.com/EugeneBeeson2/status/992463941266821120,Fri May 04 18:00:17 +0000 2018,2018-05-04 18:00:17+00:00,EugeneBeeson2,@kanyewest Ignore the hate and welcome the love just because our skin color should not limit our minds and in America you should be able to think whatever you want without prosecution that is real slavery. proud of you,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926662497540689920,Sat Nov 04 04:08:50 +0000 2017,TRUE,,1563,18,82,0,,Eugene Beeson,1341,,,FALSE
992463884404523009,https://twitter.com/SyedFTW/status/992463884404523009,Fri May 04 18:00:03 +0000 2018,2018-05-04 18:00:03+00:00,SyedFTW,@kanyewest study One Piece and find One Peace ✌🏼 https://t.co/Jf2zlFnPFT,original,,,https://twitter.com/SyedFTW/status/992463884404523009/photo/1,,0,kanyewest,,169686021,en,,FALSE,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",323618716,Sat Jun 25 04:01:32 +0000 2011,FALSE,"GMU'16 |
IG: itz_syed |
Snapchat: itzSyed |",8201,173,413,1,"Woodbridge,VA",Hanz Moving Castle,5253,Eastern Time (US & Canada),,FALSE
992463873642033152,https://twitter.com/jassrcouch/status/992463873642033152,Fri May 04 18:00:01 +0000 2018,2018-05-04 18:00:01+00:00,jassrcouch,RT @Dirtyballs500: @kanyewest Alternate video the media isn't showing follow me I follow back https://t.co/n9K3ZWtHfN,retweet,,,https://twitter.com/Dirtyballs500/status/991456854265008129/video/1,,0,,,,en,,FALSE,12853,991456854265008129,Dirtyballs500,907828672895352833,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",128048723,Tue Mar 30 23:40:18 +0000 2010,FALSE,queen .,3393,1727,1023,8,"Kansas City , MO",•,66761,Central Time (US & Canada),,FALSE
992463857284276225,https://twitter.com/cherokeenatv46/status/992463857284276225,Fri May 04 17:59:57 +0000 2018,2018-05-04 17:59:57+00:00,cherokeenatv46,@kanyewest I would not listen to all the hate from people who don't like what you are saying.  Keep up the great work.,original,,,,,0,kanyewest,,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",584311330,Sat May 19 01:07:28 +0000 2012,FALSE,"I am a conservative with lebanese and cherokee background.  I love God,  respect the Constitution,  believe in small government, free market, and 2A.",4801,160,331,1,,cherokeenatv46,6198,Atlantic Time (Canada),,FALSE
992463839739379712,https://twitter.com/ZacharyTramaine/status/992463839739379712,Fri May 04 17:59:53 +0000 2018,2018-05-04 17:59:53+00:00,ZacharyTramaine,@kanyewest what happened to you ?😂😂😂,original,,,,,0,kanyewest,,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",992227850412535810,Fri May 04 02:22:09 +0000 2018,TRUE,,0,0,0,0,,zach,2,,,FALSE
992463818730029058,https://twitter.com/CalGenius/status/992463818730029058,Fri May 04 17:59:48 +0000 2018,2018-05-04 17:59:48+00:00,CalGenius,@kanyewest #Kanye2024,reply,,Kanye2024,,,1,kanyewest,992398514603704320,169686021,und,,,12853,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",2850210845,Wed Oct 29 18:30:53 +0000 2014,FALSE,Time for a change!  I'm ready to give as much love as I get (and that's a lot). Trump lover💚 and Bitcoin hugger🖤,6260,232,603,2,"Los Angeles, CA",PoetiCal,968,Tijuana,,FALSE
992463818629492736,https://twitter.com/Leslie6365/status/992463818629492736,Fri May 04 17:59:48 +0000 2018,2018-05-04 17:59:48+00:00,Leslie6365,@kanyewest is she ok?,reply,,,,,0,kanyewest,991855252537147393,169686021,en,,,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",822956668610822144,Sat Jan 21 23:58:54 +0000 2017,FALSE,"Wife,mom and lifelong patriot",30935,1328,1226,0,"Detroit, MI",Leslie,11193,Pacific Time (US & Canada),,FALSE
992463782638178309,https://twitter.com/NindyHunt/status/992463782638178309,Fri May 04 17:59:39 +0000 2018,2018-05-04 17:59:39+00:00,NindyHunt,@kanyewest Sending you love Kanye.,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",801164096,Mon Sep 03 20:31:28 +0000 2012,FALSE,"music, cooking, psychology, sociology, pop culture, researching, writing.",16723,687,450,42,Michael Jackson is A LIVE,Nindy baby girl,34693,Central Time (US & Canada),,FALSE
992463773951721472,https://twitter.com/Traffic32629594/status/992463773951721472,Fri May 04 17:59:37 +0000 2018,2018-05-04 17:59:37+00:00,Traffic32629594,@kanyewest Yea that'll work great in a thunderstorm,reply,,,,,0,kanyewest,992404023197224960,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",977378590567346177,Sat Mar 24 02:56:29 +0000 2018,FALSE,Son of 2 Moms • Father to 2 Boys • Husband to a Beautiful Wife • Advocate for Jewish and Israeli rights • HU Bison/CSU Rams/UMBC Retrievers • Study History!,179,62,522,0,"Washington, DC",Noam Dror,582,,,FALSE
992463770852233216,https://twitter.com/nanabills3/status/992463770852233216,Fri May 04 17:59:36 +0000 2018,2018-05-04 17:59:36+00:00,nanabills3,@kanyewest ❤ @realDonaldTrump https://t.co/X9rpRX6vZS,original,,,https://twitter.com/nanabills3/status/992463770852233216/photo/1,,0,kanyewest,,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3302238143,Thu May 28 22:27:31 +0000 2015,FALSE,"Fashion designer 🔴
celebrity stylist 🔴
CEO of a Clothing BRAND. 
RECONNECT",9469,1314,1335,56,"Accra, Ghana",NANABILLS🔖,6388,,https://www.facebook.com/nanabillx/,FALSE
992463768302112768,https://twitter.com/fitbyfaithPapaJ/status/992463768302112768,Fri May 04 17:59:36 +0000 2018,2018-05-04 17:59:36+00:00,fitbyfaithPapaJ,@kanyewest Very true,reply,,,,,0,kanyewest,991561089291702274,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",405258779,Sat Nov 05 02:20:16 +0000 2011,FALSE,,26983,436,753,3,,John H Johnson,2263,,,FALSE
992463768079814660,https://twitter.com/Hobisasunshine/status/992463768079814660,Fri May 04 17:59:36 +0000 2018,2018-05-04 17:59:36+00:00,Hobisasunshine,"RT @NuMeNe_Ce: @kanyewest When little black boys, women and our men stop being murdered in cold blood, abused and harassed by those sworn t…",retweet,,,,,0,,,,en,,,12853,991467475098365957,NuMeNe_Ce,932645166774669315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",980142553252220928,Sat Mar 31 17:59:29 +0000 2018,FALSE,,2733,15,100,0,,Hobi,889,,,FALSE
992463721648795649,https://twitter.com/603LiveFree/status/992463721648795649,Fri May 04 17:59:24 +0000 2018,2018-05-04 17:59:24+00:00,603LiveFree,"@kanyewest ""In the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. When his cause succeeds, the timid join him, for then it costs nothing to be a patriot.”

― Mark Twain",reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",725861401223401472,Fri Apr 29 01:36:58 +0000 2016,FALSE,"Do not pray for an easy life, pray for the strength to endure a difficult one. - Bruce Lee",2686,41,110,0,New Hampshire,Mike Marino,1721,,,FALSE
992463713012736001,https://twitter.com/fitbyfaithPapaJ/status/992463713012736001,Fri May 04 17:59:22 +0000 2018,2018-05-04 17:59:22+00:00,fitbyfaithPapaJ,@kanyewest #excellentpoint,reply,,excellentpoint,,,0,kanyewest,991748818856173569,169686021,und,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",405258779,Sat Nov 05 02:20:16 +0000 2011,FALSE,,26983,436,753,3,,John H Johnson,2263,,,FALSE
